,ra,dec,name,major_axis,minor_axis,pa
2058,233.39163,-48.57347,PHR J1533-4834,26.0869565217,26.0869565217,0.0
2059,233.27863,-48.41239,PHR J1533-4824,26.0869565217,26.0869565217,0.0
2060,244.97851,-56.63724,MPA J1619-5638,26.0869565217,26.0869565217,0.0
2061,241.66139,-54.12251,MPA J1606-5407,26.0869565217,26.0869565217,0.0
2062,244.60563,-55.40381,PHR J1618-5524,26.0869565217,26.0869565217,0.0
2063,241.40589,-53.33169,MPA J1605-5319,26.0869565217,26.0869565217,0.0
2064,243.8345,-54.62333,PHR J1615-5437,26.0869565217,26.0869565217,0.0
2065,234.01544,-47.19253,PHR J1536-4711,26.0869565217,26.0869565217,0.0
2066,239.28079,-51.46695,PHR J1557-5128,26.0869565217,26.0869565217,0.0
2067,244.11834,-54.63282,PHR J1616-5437,26.0869565217,26.0869565217,0.0
2068,243.2585,-54.10897,BMP J1613-5406,26.0869565217,26.0869565217,0.0
2069,244.33252,-54.75335,PHR J1617-5445,26.0869565217,26.0869565217,0.0
2070,237.21726,-49.61329,BMP J1548-4936,26.0869565217,26.0869565217,0.0
2071,238.53706,-50.37754,MPA J1554-5022,26.0869565217,26.0869565217,0.0
2072,237.11021,-49.059,PHR J1548-4903,26.0869565217,26.0869565217,0.0
2073,230.35823,-42.46886,BMP J1521-4228,26.0869565217,26.0869565217,0.0
2074,238.98584,-50.23562,PHR J1555-5014,26.0869565217,26.0869565217,0.0
2075,239.13822,-49.92081,FP J1556-4955,26.0869565217,26.0869565217,0.0
2076,244.2259,-53.41112,Wray 17-75,26.0869565217,26.0869565217,0.0
2077,243.84082,-52.90364,PHR J1615-5254,26.0869565217,26.0869565217,0.0
2078,242.58797,-51.51502,PHR J1610-5130,26.0869565217,26.0869565217,0.0
2079,240.9737,-50.28108,PHR J1603-5016,26.0869565217,26.0869565217,0.0
2080,246.01205,-52.83483,MPA J1624-5250,26.0869565217,26.0869565217,0.0
2081,239.15081,-47.89468,PHR J1556-4753,26.0869565217,26.0869565217,0.0
2082,248.58541,-54.08443,PHR J1634-5405,26.0869565217,26.0869565217,0.0
2083,244.67831,-51.7959,MPA J1618-5147,26.0869565217,26.0869565217,0.0
2084,250.73247,-55.03107,PHR J1642-5501,26.0869565217,26.0869565217,0.0
2085,236.93696,-45.54744,PHR J1547-4533,26.0869565217,26.0869565217,0.0
2086,244.98953,-51.52975,PHR J1619-5131,26.0869565217,26.0869565217,0.0
2087,245.64173,-51.74886,BMP J1622-5144,26.0869565217,26.0869565217,0.0
2088,246.60082,-52.28272,PHR J1626-5216,26.0869565217,26.0869565217,0.0
2089,239.56092,-46.62834,PHR J1558-4637,26.0869565217,26.0869565217,0.0
2090,245.66916,-50.64498,PHR J1622-5038,26.0869565217,26.0869565217,0.0
2091,250.26825,-53.04019,PHR J1641-5302,26.0869565217,26.0869565217,0.0
2092,252.54871,-53.83969,PHR J1650-5350,26.0869565217,26.0869565217,0.0
2093,242.05253,-47.49652,MPA J1608-4729,26.0869565217,26.0869565217,0.0
2094,260.321,-56.9081,Fr 2-12,26.0869565217,26.0869565217,0.0
2095,244.95874,-49.11442,PHR J1619-4907,26.0869565217,26.0869565217,0.0
2096,243.16929,-47.83727,BMP J1612-4750,26.0869565217,26.0869565217,0.0
2097,253.60425,-53.64556,PHR J1654-5338,26.0869565217,26.0869565217,0.0
2098,248.67097,-51.03511,BMP J1634-5102,26.0869565217,26.0869565217,0.0
2099,264.14008,-57.60656,PHR J1736-5736,26.0869565217,26.0869565217,0.0
2100,241.77213,-46.33221,PHR J1607-4619,26.0869565217,26.0869565217,0.0
2101,243.71792,-47.70309,BMP J1614-4742,26.0869565217,26.0869565217,0.0
2102,254.57102,-53.69578,MPA J1658-5341,26.0869565217,26.0869565217,0.0
2103,256.41194,-54.25533,FP J1705-5415,26.0869565217,26.0869565217,0.0
2104,250.84836,-51.49127,BMP J1643-5129,26.0869565217,26.0869565217,0.0
2105,263.74633,-56.82335,PHR J1734-5649,26.0869565217,26.0869565217,0.0
2106,249.43702,-49.96387,PHR J1637-4957,26.0869565217,26.0869565217,0.0
2107,249.5075,-49.45533,MPA J1638-4927,26.0869565217,26.0869565217,0.0
2108,249.30912,-49.18776,MPA J1637-4911,26.0869565217,26.0869565217,0.0
2109,244.60712,-45.85673,MPA J1618-4551,26.0869565217,26.0869565217,0.0
2110,240.2579,-42.15,PHR J1601-4209,26.0869565217,26.0869565217,0.0
2111,255.24468,-51.61182,MPA J1700-5136,26.0869565217,26.0869565217,0.0
2112,242.80367,-43.93941,MPA J1611-4356,26.0869565217,26.0869565217,0.0
2113,240.57554,-41.44708,PHR J1602-4127,26.0869565217,26.0869565217,0.0
2114,255.15752,-50.79,PHR J1700-5047,26.0869565217,26.0869565217,0.0
2115,254.49887,-50.29222,MPA J1657-5017,26.0869565217,26.0869565217,0.0
2116,248.49165,-46.83529,PHR J1633-4650,26.0869565217,26.0869565217,0.0
2117,251.82045,-48.7798,MPA J1647-4846,26.0869565217,26.0869565217,0.0
2118,246.46202,-45.37751,PHR J1625-4523,26.0869565217,26.0869565217,0.0
2119,248.96629,-46.90278,PHR J1635-4654,26.0869565217,26.0869565217,0.0
2120,248.71326,-46.47448,PHR J1634-4628,26.0869565217,26.0869565217,0.0
2121,246.97241,-45.2609,MPA J1627-4515,26.0869565217,26.0869565217,0.0
2122,254.4975,-49.55939,PHR J1657-4933,26.0869565217,26.0869565217,0.0
2123,248.03091,-45.7994,MPA J1632-4547,26.0869565217,26.0869565217,0.0
2124,248.23752,-45.82643,PHR J1632-4549,26.0869565217,26.0869565217,0.0
2125,247.27083,-45.09586,PHR J1629-4505,26.0869565217,26.0869565217,0.0
2126,255.675,-49.72247,PHR J1702-4943,26.0869565217,26.0869565217,0.0
2127,252.54086,-47.78469,MPA J1650-4747,26.0869565217,26.0869565217,0.0
2128,253.30127,-48.20184,MPA J1653-4812,26.0869565217,26.0869565217,0.0
2129,249.24475,-45.49142,BMP J1636-4529,26.0869565217,26.0869565217,0.0
2130,248.79305,-44.97793,MPA J1635-4458,26.0869565217,26.0869565217,0.0
2131,242.87788,-40.64277,PHR J1611-4038,26.0869565217,26.0869565217,0.0
2132,246.003,-42.88,PHR J1624-4252,26.0869565217,26.0869565217,0.0
2133,249.8429,-45.27641,PHR J1639-4516,26.0869565217,26.0869565217,0.0
2134,247.77939,-43.90851,MPA J1631-4354,26.0869565217,26.0869565217,0.0
2135,246.92173,-43.15085,PHR J1627-4309,26.0869565217,26.0869565217,0.0
2136,255.45497,-48.06394,PHR J1701-4803,26.0869565217,26.0869565217,0.0
2137,262.82846,-51.36669,PHR J1721-5122,26.0869565217,26.0869565217,0.0
2138,258.8593,-49.65769,PHR J1715-4939,26.0869565217,26.0869565217,0.0
2139,248.67962,-43.30002,PM 1-112,26.0869565217,26.0869565217,0.0
2140,254.27632,-46.56657,MPA J1657-4633,26.0869565217,26.0869565217,0.0
2141,254.4007,-46.54869,MPA J1657-4632,26.0869565217,26.0869565217,0.0
2142,245.43253,-40.67338,PHR J1621-4040,26.0869565217,26.0869565217,0.0
2143,261.14459,-49.51469,PHR J1724-4930,26.0869565217,26.0869565217,0.0
2144,248.13115,-42.34931,MPA J1632-4220,26.0869565217,26.0869565217,0.0
2145,251.61498,-44.04028,PHR J1646-4402,26.0869565217,26.0869565217,0.0
2146,248.70713,-42.06196,MeWe 2-5,26.0869565217,26.0869565217,0.0
2147,254.30658,-44.78972,MPA J1657-4447,26.0869565217,26.0869565217,0.0
2148,250.57749,-42.24589,PHR J1642-4214,26.0869565217,26.0869565217,0.0
2149,256.60503,-45.45112,MPA J1706-4527,26.0869565217,26.0869565217,0.0
2150,255.51794,-44.72224,PHR J1702-4443,26.0869565217,26.0869565217,0.0
2151,255.84983,-44.84167,MPA J1703-4450,26.0869565217,26.0869565217,0.0
2152,260.14702,-46.55499,PHR J1720-4628,26.0869565217,26.0869565217,0.0
2153,256.70553,-44.57629,MPA J1706-4434,26.0869565217,26.0869565217,0.0
2154,267.45725,-48.80889,BMP J1749-4848,26.0869565217,26.0869565217,0.0
2155,248.72499,-38.80858,PHR J1634-3848,26.0869565217,26.0869565217,0.0
2156,263.36581,-46.96606,BMP J1733-4657,26.0869565217,26.0869565217,0.0
2157,253.4804,-41.73328,PHR J1653-4143,26.0869565217,26.0869565217,0.0
2158,253.71254,-41.73053,PHR J1654-4143,26.0869565217,26.0869565217,0.0
2159,251.08529,-40.037,MPA J1644-4002,26.0869565217,26.0869565217,0.0
2160,256.98744,-43.15137,PHR J1707-4309,26.0869565217,26.0869565217,0.0
2161,252.58403,-40.50088,MPA J1650-4030,26.0869565217,26.0869565217,0.0
2162,253.67989,-40.69629,MPA J1654-4041,26.0869565217,26.0869565217,0.0
2163,259.47188,-43.86605,MPA J1717-4351,26.0869565217,26.0869565217,0.0
2164,260.77526,-44.32121,MPA J1723-4419,26.0869565217,26.0869565217,0.0
2165,259.80684,-43.60953,MPA J1719-4336,26.0869565217,26.0869565217,0.0
2166,249.69172,-37.52862,PKP J1638-3731,26.0869565217,26.0869565217,0.0
2167,258.81634,-43.06494,MPA J1715-4303,26.0869565217,26.0869565217,0.0
2168,252.922,-39.50758,BMP J1651-3930,26.0869565217,26.0869565217,0.0
2169,265.0263,-45.0727,MPA J1740-4504,26.0869565217,26.0869565217,0.0
2170,254.16711,-39.21023,MPA J1656-3912,26.0869565217,26.0869565217,0.0
2171,253.96628,-39.00582,PHR J1655-3900,26.0869565217,26.0869565217,0.0
2172,253.63569,-38.75093,MPA J1654-3845,26.0869565217,26.0869565217,0.0
2173,265.94377,-45.08146,PHR J1743-4504,26.0869565217,26.0869565217,0.0
2174,254.00723,-38.69741,MPA J1656-3841,26.0869565217,26.0869565217,0.0
2175,259.88039,-41.88586,PHR J1719-4153,26.0869565217,26.0869565217,0.0
2176,248.18625,-34.26194,PHR J1632-3415,26.0869565217,26.0869565217,0.0
2177,251.59045,-36.6217,PHR J1646-3637,26.0869565217,26.0869565217,0.0
2178,254.43679,-38.44661,PPA J1657-3826,26.0869565217,26.0869565217,0.0
2179,244.62584,-31.33109,PHR J1618-3119,26.0869565217,26.0869565217,0.0
2180,258.295,-40.26558,MPA J1713-4015,26.0869565217,26.0869565217,0.0
2181,267.69035,-44.63944,PHR J1750-4438,26.0869565217,26.0869565217,0.0
2182,245.40802,-31.35807,BMP J1621-3121,26.0869565217,26.0869565217,0.0
2183,257.29208,-39.51847,PHR J1709-3931,26.0869565217,26.0869565217,0.0
2184,258.70545,-40.10249,PHR J1714-4006,26.0869565217,26.0869565217,0.0
2185,252.86163,-36.36006,PHR J1651-3621,26.0869565217,26.0869565217,0.0
2186,256.07067,-38.33261,PHR J1704-3819,26.0869565217,26.0869565217,0.0
2187,256.2463,-38.40111,PPA J1704-3824,26.0869565217,26.0869565217,0.0
2188,259.45548,-39.76623,MPA J1717-3945,26.0869565217,26.0869565217,0.0
2189,256.36292,-37.81353,PPA J1705-3748,26.0869565217,26.0869565217,0.0
2190,258.81722,-39.0634,MPA J1715-3903,26.0869565217,26.0869565217,0.0
2191,262.48986,-40.72968,MPA J1729-4043,26.0869565217,26.0869565217,0.0
2192,260.05999,-39.46329,PHR J1720-3927,26.0869565217,26.0869565217,0.0
2193,253.84191,-35.58997,MPA J1655-3535,26.0869565217,26.0869565217,0.0
2194,261.64282,-39.83893,MPA J1726-3950,26.0869565217,26.0869565217,0.0
2195,257.5513,-37.54752,PHR J1710-3732,26.0869565217,26.0869565217,0.0
2196,257.0975,-37.0933,PPA J1708-3705,26.0869565217,26.0869565217,0.0
2197,261.1279,-38.99553,PHR J1724-3859,26.0869565217,26.0869565217,0.0
2198,252.18833,-33.31567,PHR J1648-3318,26.0869565217,26.0869565217,0.0
2199,257.39125,-36.49028,PHR J1709-3629,26.0869565217,26.0869565217,0.0
2200,261.90346,-38.8524,MPA J1727-3851,26.0869565217,26.0869565217,0.0
2201,256.50797,-35.74362,PHR J1706-3544,26.0869565217,26.0869565217,0.0
2202,255.69209,-35.15057,PPA J1702-3509,26.0869565217,26.0869565217,0.0
2203,253.53438,-33.73294,PPA J1654-3343,26.0869565217,26.0869565217,0.0
2204,256.60215,-35.47721,PHR J1706-3528,26.0869565217,26.0869565217,0.0
2205,265.10233,-39.83044,PHR J1740-3949,26.0869565217,26.0869565217,0.0
2206,253.75497,-33.16972,MPA J1655-3310,26.0869565217,26.0869565217,0.0
2207,258.14163,-35.72224,RPZM 5,26.0869565217,26.0869565217,0.0
2208,264.27178,-38.62145,MPA J1737-3837,26.0869565217,26.0869565217,0.0
2209,258.70741,-35.59449,RPZM 7,26.0869565217,26.0869565217,0.0
2210,263.71992,-38.28842,PPA J1734-3817,26.0869565217,26.0869565217,0.0
2211,264.50214,-38.65387,PHR J1738-3839,26.0869565217,26.0869565217,0.0
2212,263.5833,-38.15165,Wray 16-287,26.0869565217,26.0869565217,0.0
2213,252.94458,-31.80582,PHR J1651-3148,26.0869565217,26.0869565217,0.0
2214,257.442,-34.6013,PHR J1709-3436,26.0869565217,26.0869565217,0.0
2215,254.85747,-32.97607,PHR J1659-3258,26.0869565217,26.0869565217,0.0
2216,257.58254,-34.57633,PPA J1710-3434,26.0869565217,26.0869565217,0.0
2217,258.07919,-34.8686,PHR J1712-3452,26.0869565217,26.0869565217,0.0
2218,264.82165,-38.49555,PHR J1739-3829,26.0869565217,26.0869565217,0.0
2219,263.87086,-37.9906,PHR J1735-3759,26.0869565217,26.0869565217,0.0
2220,256.19,-33.63,PHR J1704-3337,26.0869565217,26.0869565217,0.0
2221,264.54583,-37.89467,PPA J1738-3753,26.0869565217,26.0869565217,0.0
2222,264.04211,-37.2855,MPA J1736-3717,26.0869565217,26.0869565217,0.0
2223,257.34084,-33.4631,PHR J1709-3327,26.0869565217,26.0869565217,0.0
2224,267.18785,-38.73725,PHR J1748-3844,26.0869565217,26.0869565217,0.0
2225,255.67958,-32.31922,PHR J1702-3219,26.0869565217,26.0869565217,0.0
2226,264.07208,-36.99635,PHR J1736-3659,26.0869565217,26.0869565217,0.0
2227,258.99161,-34.11195,PHR J1715-3406,26.0869565217,26.0869565217,0.0
2228,265.95412,-37.83032,PHR J1743-3749,26.0869565217,26.0869565217,0.0
2229,266.91623,-38.19523,PHR J1747-3811,26.0869565217,26.0869565217,0.0
2230,250.04387,-27.95924,MPA J1640-2757,26.0869565217,26.0869565217,0.0
2231,264.40671,-36.8383,PPA J1737-3650,26.0869565217,26.0869565217,0.0
2232,259.48417,-33.82423,PPA J1717-3349,26.0869565217,26.0869565217,0.0
2233,264.40254,-36.45169,PPA J1737-3627,26.0869565217,26.0869565217,0.0
2234,263.59275,-36.01328,PPA J1734-3600,26.0869565217,26.0869565217,0.0
2235,253.71899,-30.01442,MPA J1654-3000,26.0869565217,26.0869565217,0.0
2236,258.79333,-33.23001,PPA J1715-3313,26.0869565217,26.0869565217,0.0
2237,262.40628,-35.22939,MPA J1729-3513,26.0869565217,26.0869565217,0.0
2238,266.74873,-37.42665,PPA J1746-3725,26.0869565217,26.0869565217,0.0
2239,266.60146,-37.21906,PHR J1746-3713,26.0869565217,26.0869565217,0.0
2240,259.68705,-33.25665,PPA J1718-3315,26.0869565217,26.0869565217,0.0
2241,257.97834,-32.17477,PHR J1711-3210,26.0869565217,26.0869565217,0.0
2242,265.209,-36.1296,PHR J1740-3607,26.0869565217,26.0869565217,0.0
2243,264.56745,-35.77474,PPA J1738-3546,26.0869565217,26.0869565217,0.0
2244,265.08933,-35.85856,PPA J1740-3551,26.0869565217,26.0869565217,0.0
2245,263.81979,-35.0472,MPA J1735-3502,26.0869565217,26.0869565217,0.0
2246,260.64729,-33.28728,PPA J1722-3317,26.0869565217,26.0869565217,0.0
2247,259.7924,-32.78978,MPA J1719-3247,26.0869565217,26.0869565217,0.0
2248,265.18997,-35.73282,PN RPZM 31,26.0869565217,26.0869565217,0.0
2249,256.499,-30.6641,PHR J1705-3039,26.0869565217,26.0869565217,0.0
2250,263.62629,-34.81749,PPA J1734-3449,26.0869565217,26.0869565217,0.0
2251,266.38,-36.1659,PHR J1745-3609,26.0869565217,26.0869565217,0.0
2252,268.694,-37.1467,PHR J1754-3708,26.0869565217,26.0869565217,0.0
2253,258.95126,-31.98942,PHR J1715-3159,26.0869565217,26.0869565217,0.0
2254,260.55333,-32.85417,PHR J1722-3251,26.0869565217,26.0869565217,0.0
2255,264.02373,-34.73527,PPA J1736-3444,26.0869565217,26.0869565217,0.0
2256,257.90428,-31.20588,MPA J1711-3112,26.0869565217,26.0869565217,0.0
2257,263.55713,-34.43332,PHR J1734-3426,26.0869565217,26.0869565217,0.0
2258,258.04212,-31.24443,PHR J1712-3114,26.0869565217,26.0869565217,0.0
2259,268.85344,-37.02966,BMP J1755-3701,26.0869565217,26.0869565217,0.0
2260,270.86337,-37.64778,PHR J1803-3738,26.0869565217,26.0869565217,0.0
2261,262.31058,-33.36061,PHR J1729-3321,26.0869565217,26.0869565217,0.0
2262,257.68083,-30.54111,PHR J1710-3032,26.0869565217,26.0869565217,0.0
2263,260.76754,-32.38614,PPA J1723-3223,26.0869565217,26.0869565217,0.0
2264,258.2246,-30.83116,PHR J1712-3049,26.0869565217,26.0869565217,0.0
2265,260.54874,-32.17919,PHR J1722-3210,26.0869565217,26.0869565217,0.0
2266,265.03662,-34.63752,PPA J1740-3438,26.0869565217,26.0869565217,0.0
2267,267.06796,-35.64194,Sab 41,26.0869565217,26.0869565217,0.0
2268,265.12707,-34.62145,PPA J1740-3437,26.0869565217,26.0869565217,0.0
2269,264.47456,-34.24086,PPA J1737-3414,26.0869565217,26.0869565217,0.0
2270,267.73381,-35.81363,PPA J1750-3548,26.0869565217,26.0869565217,0.0
2271,267.20265,-35.50831,MPA J1748-3530,26.0869565217,26.0869565217,0.0
2272,260.34872,-31.83111,PPA J1721-3149,26.0869565217,26.0869565217,0.0
2273,259.977,-31.5794,PHR J1719-3134,26.0869565217,26.0869565217,0.0
2274,261.31604,-32.26989,PPA J1725-3216,26.0869565217,26.0869565217,0.0
2275,258.16271,-30.36078,PHR J1712-3021,26.0869565217,26.0869565217,0.0
2276,263.76124,-33.55775,PHR J1735-3333,26.0869565217,26.0869565217,0.0
2277,261.60753,-32.36391,PHR J1726-3221,26.0869565217,26.0869565217,0.0
2278,259.90417,-31.35269,PHR J1719-3121,26.0869565217,26.0869565217,0.0
2279,266.18127,-34.74046,MPA J1744-3444,26.0869565217,26.0869565217,0.0
2280,267.846,-35.5223,PHR J1751-3531,26.0869565217,26.0869565217,0.0
2281,260.67001,-31.66526,RPZM 13,26.0869565217,26.0869565217,0.0
2282,257.699,-29.7772,PHR J1710-2946,26.0869565217,26.0869565217,0.0
2283,259.69462,-30.92475,PHR J1718-3055,26.0869565217,26.0869565217,0.0
2284,265.49608,-34.09281,PPA J1741-3405,26.0869565217,26.0869565217,0.0
2285,268.626,-35.5534,PHR J1754-3533,26.0869565217,26.0869565217,0.0
2286,258.39625,-29.96089,PHR J1713-2957,26.0869565217,26.0869565217,0.0
2287,260.41208,-31.17619,PPA J1721-3110,26.0869565217,26.0869565217,0.0
2288,266.78467,-34.59528,PPA J1747-3435,26.0869565217,26.0869565217,0.0
2289,267.73709,-35.0128,PHR J1750-3500,26.0869565217,26.0869565217,0.0
2290,259.83363,-30.72786,MPA J1719-3043,26.0869565217,26.0869565217,0.0
2291,269.49783,-35.79942,MPA J1757-3547,26.0869565217,26.0869565217,0.0
2292,266.715,-34.4679,PPA J1746-3428,26.0869565217,26.0869565217,0.0
2293,266.26542,-34.2245,PHR J1745-3413,26.0869565217,26.0869565217,0.0
2294,259.97827,-30.74946,PHR J1719-3044,26.0869565217,26.0869565217,0.0
2295,268.57248,-35.26085,PHR J1754-3515,26.0869565217,26.0869565217,0.0
2296,270.20028,-36.00892,BMP J1800-3600,26.0869565217,26.0869565217,0.0
2297,264.78235,-33.3453,MPA J1739-3320,26.0869565217,26.0869565217,0.0
2298,259.01708,-30.03783,PHR J1716-3002,26.0869565217,26.0869565217,0.0
2299,260.12658,-30.6965,PHR J1720-3041,26.0869565217,26.0869565217,0.0
2300,267.49538,-34.64388,PHR J1749-3438,26.0869565217,26.0869565217,0.0
2301,258.70123,-29.77972,MPA J1714-2946,26.0869565217,26.0869565217,0.0
2302,262.29583,-31.87908,PPA J1729-3152,26.0869565217,26.0869565217,0.0
2303,266.1162,-33.92222,PHR J1744-3355,26.0869565217,26.0869565217,0.0
2304,260.17954,-30.64339,PHR J1720-3038,26.0869565217,26.0869565217,0.0
2305,259.65493,-30.32362,PHR J1718-3019,26.0869565217,26.0869565217,0.0
2306,265.22876,-33.40502,PHR J1740-3324,26.0869565217,26.0869565217,0.0
2307,262.12972,-31.53578,MPA J1728-3132,26.0869565217,26.0869565217,0.0
2308,259.43338,-29.90829,PHR J1717-2954,26.0869565217,26.0869565217,0.0
2309,260.38225,-30.45547,PHR J1721-3027,26.0869565217,26.0869565217,0.0
2310,268.41567,-34.72783,PHR J1753-3443,26.0869565217,26.0869565217,0.0
2311,263.18533,-32.01875,PPA J1732-3201,26.0869565217,26.0869565217,0.0
2312,260.84791,-30.64448,PPA J1723-3038,26.0869565217,26.0869565217,0.0
2313,259.94654,-30.06558,PHR J1719-3003,26.0869565217,26.0869565217,0.0
2314,257.99771,-28.8595,Terz N 7,26.0869565217,26.0869565217,0.0
2315,265.78002,-33.26501,PPA J1743-3315,26.0869565217,26.0869565217,0.0
2316,265.38914,-33.03752,PPA J1741-3302,26.0869565217,26.0869565217,0.0
2317,268.27041,-34.47755,PHR J1753-3428,26.0869565217,26.0869565217,0.0
2318,261.24313,-30.71778,PN PBOZ 3,26.0869565217,26.0869565217,0.0
2319,266.76979,-33.68408,PPA J1747-3341,26.0869565217,26.0869565217,0.0
2320,266.21578,-33.32501,PHR J1744-3319,26.0869565217,26.0869565217,0.0
2321,261.59832,-30.76079,PPA J1726-3045,26.0869565217,26.0869565217,0.0
2322,267.77881,-34.02804,PPA J1751-3401,26.0869565217,26.0869565217,0.0
2323,259.17396,-29.2725,PHR J1716-2916,26.0869565217,26.0869565217,0.0
2324,267.34915,-33.79474,PHR J1749-3347,26.0869565217,26.0869565217,0.0
2325,273.55668,-36.59302,PHR J1814-3635,26.0869565217,26.0869565217,0.0
2326,261.38916,-30.56583,MPA J1725-3033,26.0869565217,26.0869565217,0.0
2327,258.94211,-29.08449,PHR J1715-2905,26.0869565217,26.0869565217,0.0
2328,266.86472,-33.44407,MPA J1747-3326,26.0869565217,26.0869565217,0.0
2329,259.55082,-29.24946,PHR J1718-2914,26.0869565217,26.0869565217,0.0
2330,260.05832,-29.52469,PHR J1720-2931,26.0869565217,26.0869565217,0.0
2331,266.1167,-32.86977,PPA J1744-3252,26.0869565217,26.0869565217,0.0
2332,262.03202,-30.63837,Sab 49,26.0869565217,26.0869565217,0.0
2333,267.8362,-33.65366,MPA J1751-3339,26.0869565217,26.0869565217,0.0
2334,268.51208,-33.98097,PPA J1754-3358,26.0869565217,26.0869565217,0.0
2335,262.05911,-30.53723,PHR J1728-3032,26.0869565217,26.0869565217,0.0
2336,269.2009,-34.24222,PHR J1756-3414,26.0869565217,26.0869565217,0.0
2337,257.18709,-27.51721,K 6-20,26.0869565217,26.0869565217,0.0
2338,266.29084,-32.77135,Terz N 23,26.0869565217,26.0869565217,0.0
2339,269.25242,-34.17805,MPA J1757-3410,26.0869565217,26.0869565217,0.0
2340,259.4529,-28.76586,PHR J1717-2845,26.0869565217,26.0869565217,0.0
2341,268.12175,-33.50119,PHR J1752-3330,26.0869565217,26.0869565217,0.0
2342,263.64308,-31.03544,PPA J1734-3102,26.0869565217,26.0869565217,0.0
2343,262.34624,-30.28012,MPA J1729-3016,26.0869565217,26.0869565217,0.0
2344,269.16459,-33.70863,PHR J1756-3342,26.0869565217,26.0869565217,0.0
2345,270.11027,-34.13028,BMP J1800-3407,26.0869565217,26.0869565217,0.0
2346,257.81167,-27.19195,Terz N 5,26.0869565217,26.0869565217,0.0
2347,260.7842,-28.93975,PHR J1723-2856,26.0869565217,26.0869565217,0.0
2348,263.49292,-30.49586,PHR J1733-3029,26.0869565217,26.0869565217,0.0
2349,259.25667,-27.99147,PHR J1717-2759,26.0869565217,26.0869565217,0.0
2350,266.86878,-32.26284,PPA J1747-3215,26.0869565217,26.0869565217,0.0
2351,262.03711,-29.61504,PHR J1728-2936,26.0869565217,26.0869565217,0.0
2352,261.47705,-29.25227,PPA J1725-2915,26.0869565217,26.0869565217,0.0
2353,268.00225,-32.73583,PHR J1752-3244,26.0869565217,26.0869565217,0.0
2354,270.17963,-33.69971,PPA J1800-3341,26.0869565217,26.0869565217,0.0
2355,262.89375,-29.92689,PPA J1731-2955,26.0869565217,26.0869565217,0.0
2356,260.54369,-28.52611,PPA J1722-2831,26.0869565217,26.0869565217,0.0
2357,270.59914,-33.84668,PPA J1802-3350,26.0869565217,26.0869565217,0.0
2358,267.40792,-32.27439,PPA J1749-3216,26.0869565217,26.0869565217,0.0
2359,263.60831,-30.25501,PPA J1734-3015,26.0869565217,26.0869565217,0.0
2360,268.04917,-32.5521,PHR J1752-3233,26.0869565217,26.0869565217,0.0
2361,271.697,-34.2678,PHR J1806-3416,26.0869565217,26.0869565217,0.0
2362,268.06665,-32.5019,PHR J1752-3230,26.0869565217,26.0869565217,0.0
2363,269.93839,-33.35361,BMP J1759-3321,26.0869565217,26.0869565217,0.0
2364,263.6942,-30.07251,PPA J1734-3004,26.0869565217,26.0869565217,0.0
2365,269.60792,-33.08378,WRAY 17-104,26.0869565217,26.0869565217,0.0
2366,263.50707,-29.90976,PPA J1734-2954,26.0869565217,26.0869565217,0.0
2367,260.38831,-28.0889,PPA J1721-2805,26.0869565217,26.0869565217,0.0
2368,268.48213,-32.48011,PHR J1753-3228,26.0869565217,26.0869565217,0.0
2369,262.841,-29.46439,PHR J1731-2927,26.0869565217,26.0869565217,0.0
2370,263.41003,-29.75833,PPA J1733-2945,26.0869565217,26.0869565217,0.0
2371,263.62089,-29.74138,PHR J1734-2944,26.0869565217,26.0869565217,0.0
2372,267.70229,-31.87411,PPA J1750-3152,26.0869565217,26.0869565217,0.0
2373,260.12833,-27.32774,PHR J1720-2719,26.0869565217,26.0869565217,0.0
2374,262.80958,-28.84358,PHR J1731-2850,26.0869565217,26.0869565217,0.0
2375,271.06258,-33.1083,PHR J1804-3306,26.0869565217,26.0869565217,0.0
2376,263.41854,-29.14267,PPA J1733-2908,26.0869565217,26.0869565217,0.0
2377,267.82713,-31.46779,MPA J1751-3128,26.0869565217,26.0869565217,0.0
2378,269.18213,-31.95915,PHR J1756-3157,26.0869565217,26.0869565217,0.0
2379,263.62169,-29.03445,JaSt 2-1,26.0869565217,26.0869565217,0.0
2380,268.15208,-31.2742,PHR J1752-3116,26.0869565217,26.0869565217,0.0
2381,262.36166,-28.07662,MPA J1729-2804,26.0869565217,26.0869565217,0.0
2382,273.512,-33.6808,PHR J1814-3340,26.0869565217,26.0869565217,0.0
2383,261.99787,-27.79863,PHR J1727-2747,26.0869565217,26.0869565217,0.0
2384,271.84151,-32.90866,MPA J1807-3254,26.0869565217,26.0869565217,0.0
2385,267.91164,-30.99831,PHR J1751-3059,26.0869565217,26.0869565217,0.0
2386,269.45253,-31.73469,PPA J1757-3144,26.0869565217,26.0869565217,0.0
2387,261.22746,-27.27294,PHR J1724-2716,26.0869565217,26.0869565217,0.0
2388,270.82125,-32.30694,PHR J1803-3218,26.0869565217,26.0869565217,0.0
2389,262.1833,-27.72748,PHR J1728-2743,26.0869565217,26.0869565217,0.0
2390,262.93039,-28.09977,MPA J1731-2805,26.0869565217,26.0869565217,0.0
2391,263.07295,-28.10948,MPA J1732-2806,26.0869565217,26.0869565217,0.0
