,ra,dec,name,major_axis,minor_axis,pa
391,291.93674,10.40578,PB 9,26.0869565217,26.0869565217,0.0
392,292.81867,10.05597,NGC 6803,26.0869565217,26.0869565217,0.0
393,290.70976,11.46539,PM 1-301,26.0869565217,26.0869565217,0.0
394,285.79205,14.11636,Sh 2-78,26.0869565217,26.0869565217,0.0
395,286.5955,13.74614,CTSS 4,26.0869565217,26.0869565217,0.0
397,285.66803,14.48066,K 3-21,26.0869565217,26.0869565217,0.0
398,293.32454,10.61658,Abell 62,26.0869565217,26.0869565217,0.0
399,287.89929,13.51988,PM 1-286,26.0869565217,26.0869565217,0.0
400,292.05997,12.32671,PB 10,26.0869565217,26.0869565217,0.0
401,288.8773,14.06384,K 3-29,26.0869565217,26.0869565217,0.0
402,286.2142,15.79352,K 4-16,26.0869565217,26.0869565217,0.0
403,288.02417,15.15124,K 3-24,26.0869565217,26.0869565217,0.0
404,291.61693,13.32424,DeHt 4,26.0869565217,26.0869565217,0.0
405,288.4101,14.98867,M 4-13,26.0869565217,26.0869565217,0.0
407,288.32965,15.66104,PM 1-290,26.0869565217,26.0869565217,0.0
408,288.27275,15.7776,Hen 2-428,26.0869565217,26.0869565217,0.0
409,286.13475,17.95214,Abell 52,26.0869565217,26.0869565217,0.0
410,292.56946,14.7894,K 4-28,26.0869565217,26.0869565217,0.0
411,295.5145,13.84372,PC 22,26.0869565217,26.0869565217,0.0
412,288.51721,17.52569,Hen 2-430,26.0869565217,26.0869565217,0.0
413,289.82816,17.19669,PM 1-295,26.0869565217,26.0869565217,0.0
414,282.44818,20.84429,Hu 2-1,26.0869565217,26.0869565217,0.0
415,291.41876,16.55138,KLW 1,26.0869565217,26.0869565217,0.0
416,285.90567,19.35628,K 1-17,26.0869565217,26.0869565217,0.0
417,295.28885,14.94983,M 1-73,26.0869565217,26.0869565217,0.0
418,295.57813,15.15229,M 1-74,26.0869565217,26.0869565217,0.0
419,295.57813,15.15229,M 1-74,26.0869565217,26.0869565217,0.0
420,294.79089,15.9467,Me 1-1,26.0869565217,26.0869565217,0.0
421,294.81616,16.34681,K 3-41,26.0869565217,26.0869565217,0.0
422,289.76104,19.03917,K 3-31,26.0869565217,26.0869565217,0.0
423,290.72888,18.70224,KLSS 1-1,26.0869565217,26.0869565217,0.0
424,293.82648,17.21686,K 3-38,26.0869565217,26.0869565217,0.0
426,289.66679,19.57583,Abell 59,26.0869565217,26.0869565217,0.0
427,295.54283,17.08733,Abell 63,26.0869565217,26.0869565217,0.0
428,303.78683,12.70434,NGC 6891,26.0869565217,26.0869565217,0.0
429,295.39156,17.75485,M 1-72,26.0869565217,26.0869565217,0.0
430,291.66727,20.48751,KLSS 1-2,26.0869565217,26.0869565217,0.0
431,295.10768,18.82007,K 3-43,26.0869565217,26.0869565217,0.0
432,290.85342,21.13347,Hen 2-432,26.0869565217,26.0869565217,0.0
433,290.94529,21.11061,Hen 1-1,26.0869565217,26.0869565217,0.0
434,287.16492,22.98288,Abell 54,26.0869565217,26.0869565217,0.0
435,277.82621,26.93692,Abell 46,26.0869565217,26.0869565217,0.0
436,294.11218,19.70666,M 1-71,26.0869565217,26.0869565217,0.0
437,291.65732,21.15751,Hen 1-2,26.0869565217,26.0869565217,0.0
438,291.93347,21.50106,K 3-35,26.0869565217,26.0869565217,0.0
439,294.89916,20.31719,K 3-42,26.0869565217,26.0869565217,0.0
440,300.65143,17.61416,K 3-51,26.0869565217,26.0869565217,0.0
441,302.61118,16.92258,NGC 6879,26.0869565217,26.0869565217,0.0
442,296.34235,21.33445,Hen 2-447,26.0869565217,26.0869565217,0.0
443,305.03646,16.73156,IC 4997,26.0869565217,26.0869565217,0.0
444,289.2739,25.62595,Abell 57,26.0869565217,26.0869565217,0.0
445,300.42504,19.91114,WeSb 5,26.0869565217,26.0869565217,0.0
446,286.53,27.21625,Si 1-2,26.0869565217,26.0869565217,0.0
447,294.09094,23.66331,K 3-40,26.0869565217,26.0869565217,0.0
448,297.11,22.14369,Hen 1-3,26.0869565217,26.0869565217,0.0
449,291.01138,25.31321,K 3-34,26.0869565217,26.0869565217,0.0
450,296.246,22.7633,Kn 9,26.0869565217,26.0869565217,0.0
451,296.3925,22.97572,PM 1-313,26.0869565217,26.0869565217,0.0
452,293.44479,24.54086,K 3-37,26.0869565217,26.0869565217,0.0
454,293.9768,24.91389,K 3-39,26.0869565217,26.0869565217,0.0
455,300.04417,21.71556,Abell 68,26.0869565217,26.0869565217,0.0
456,303.17838,19.98963,NGC 6886,26.0869565217,26.0869565217,0.0
457,302.98358,20.33456,Hen 1-5,26.0869565217,26.0869565217,0.0
458,294.71722,25.0924,HuDo 1,26.0869565217,26.0869565217,0.0
459,296.56512,24.18435,K 3-45,26.0869565217,26.0869565217,0.0
460,294.53482,25.26131,Hen 2-440,26.0869565217,26.0869565217,0.0
461,299.90158,22.72111,NGC 6853,401.9999921321869,401.9999921321869,0.0
462,288.62488,28.6793,K 3-27,26.0869565217,26.0869565217,0.0
463,305.59558,20.10467,NGC 6905,40.19999988377094,40.19999988377094,0.0
465,287.77729,30.54547,NGC 6765,40.19999988377094,40.19999988377094,0.0
466,297.61893,25.90839,M 2-48,26.0869565217,26.0869565217,0.0
467,283.39615,33.02917,NGC 6720,76.2000024318695,76.2000024318695,0.0
468,301.24432,25.44371,K 3-54,26.0869565217,26.0869565217,0.0
470,293.68848,30.51637,BD+30 3639,26.0869565217,26.0869565217,0.0
471,300.84354,27.01524,K 3-53,26.0869565217,26.0869565217,0.0
472,282.5087,35.24336,M 1-64,26.0869565217,26.0869565217,0.0
473,302.2695,26.44889,We 1-9,26.0869565217,26.0869565217,0.0
474,304.33926,25.36299,Hen 1-6,26.0869565217,26.0869565217,0.0
475,295.94998,30.23539,TaWe 2,26.0869565217,26.0869565217,0.0
476,298.75967,29.28831,NGC 6842,56.99999928474426,56.99999928474426,0.0
478,304.90887,27.00312,Hen 1-7,26.0869565217,26.0869565217,0.0
479,297.75281,31.04132,K 4-37,26.0869565217,26.0869565217,0.0
480,300.7977,30.54279,K 3-52,26.0869565217,26.0869565217,0.0
481,303.49124,29.56554,Hen 2-459,26.0869565217,26.0869565217,0.0
482,299.826,31.9107,Hen 1-4,26.0869565217,26.0869565217,0.0
483,299.14178,32.37027,K 4-41,26.0869565217,26.0869565217,0.0
484,297.96967,32.98831,PC 23,26.0869565217,26.0869565217,0.0
485,285.11055,38.35222,Sp 4-1,26.0869565217,26.0869565217,0.0
486,301.18369,31.45678,M 1-75,26.0869565217,26.0869565217,0.0
487,297.50083,33.76422,K 3-46,26.0869565217,26.0869565217,0.0
488,300.17514,32.46137,KLW 5,26.0869565217,26.0869565217,0.0
489,298.5026,33.37014,K 3-49,26.0869565217,26.0869565217,0.0
490,304.09985,30.56477,NGC 6894,40.19999988377094,40.19999988377094,0.0
491,305.49301,29.98949,K 3-58,26.0869565217,26.0869565217,0.0
492,301.73417,32.27586,K 3-55,26.0869565217,26.0869565217,0.0
493,298.5716,35.11762,TaWe 4,26.0869565217,26.0869565217,0.0
494,300.22052,34.47283,PM 1-316,26.0869565217,26.0869565217,0.0
495,305.2657,32.49004,M 3-35,26.0869565217,26.0869565217,0.0
496,303.19867,34.34237,K 3-57,26.0869565217,26.0869565217,0.0
497,319.2178,24.14772,Abell 74,26.0869565217,26.0869565217,0.0
498,306.27026,33.58075,K 3-76,26.0869565217,26.0869565217,0.0
499,302.7186,37.41186,NGC 6881,26.0869565217,26.0869565217,0.0
500,301.06708,39.59247,ARO 342,26.0869565217,26.0869565217,0.0
502,289.87701,44.762,Pa 5,26.0869565217,26.0869565217,0.0
503,304.99275,38.40078,Abell 69,26.0869565217,26.0869565217,0.0
504,303.10003,40.7582,KjPn 1,26.0869565217,26.0869565217,0.0
505,303.84253,40.5791,KjPn 2,26.0869565217,26.0869565217,0.0
506,289.7926,46.24779,Abell 61,26.0869565217,26.0869565217,0.0
507,310.568,37.6748,K 4-53,26.0869565217,26.0869565217,0.0
509,302.17924,42.50261,Dd 1,26.0869565217,26.0869565217,0.0
510,307.32889,40.25572,Sd 1,26.0869565217,26.0869565217,0.0
511,302.25803,43.72876,M 4-17,26.0869565217,26.0869565217,0.0
512,301.73077,44.23851,K 3-56,26.0869565217,26.0869565217,0.0
513,319.28455,34.20756,MWP 1,26.0869565217,26.0869565217,0.0
514,323.87189,31.69615,Abell 78,26.0869565217,26.0869565217,0.0
515,318.40701,37.2604,Kn 24,26.0869565217,26.0869565217,0.0
516,302.59863,46.46098,NGC 6884,26.0869565217,26.0869565217,0.0
517,297.44406,48.96114,NGC 6833,26.0869565217,26.0869565217,0.0
518,296.20068,50.52509,NGC 6826,26.0869565217,26.0869565217,0.0
519,305.56818,47.06554,KLSS 2-5,26.0869565217,26.0869565217,0.0
520,320.56409,38.12088,K 3-81,26.0869565217,26.0869565217,0.0
521,311.29175,44.65405,K 4-55,26.0869565217,26.0869565217,0.0
522,316.75733,42.23603,NGC 7027,26.0869565217,26.0869565217,0.0
523,308.09787,47.34767,Abell 71,26.0869565217,26.0869565217,0.0
525,307.96817,48.88047,We 1-10,26.0869565217,26.0869565217,0.0
526,312.55701,46.9209,IPHASX J205013.6+465515,26.0869565217,26.0869565217,0.0
527,323.28479,39.63599,Hu 1-2,26.0869565217,26.0869565217,0.0
528,311.34464,50.37775,K 3-78,26.0869565217,26.0869565217,0.0
529,318.56345,46.2882,NGC 7048,61.20000332593918,61.20000332593918,0.0
530,316.57738,47.85186,NGC 7026,26.0869565217,26.0869565217,0.0
531,319.78067,46.31312,M 1-77,26.0869565217,26.0869565217,0.0
532,318.53146,47.77256,Sh 1-89,26.0869565217,26.0869565217,0.0
533,323.129,44.59655,IC 5117,26.0869565217,26.0869565217,0.0
534,324.70419,46.00772,K 3-84,26.0869565217,26.0869565217,0.0
535,317.71778,50.78744,We 1-11,26.0869565217,26.0869565217,0.0
536,313.30656,53.76171,K 3-79,26.0869565217,26.0869565217,0.0
537,322.71468,50.00235,K 3-82,26.0869565217,26.0869565217,0.0
538,324.25542,48.93444,M 1-79,26.0869565217,26.0869565217,0.0
539,315.13688,54.54317,NGC 7008,85.79999729990959,85.79999729990959,0.0
541,323.93283,50.90471,K 3-83,26.0869565217,26.0869565217,0.0
542,325.82343,50.42072,M 2-49,26.0869565217,26.0869565217,0.0
543,322.95917,52.56434,K 3-62,26.0869565217,26.0869565217,0.0
544,314.11264,57.43418,Abell 73,26.0869565217,26.0869565217,0.0
545,322.50296,54.45763,K 3-61,26.0869565217,26.0869565217,0.0
547,329.42422,51.69417,M 2-50,26.0869565217,26.0869565217,0.0
548,324.7999,55.76776,K 3-63,26.0869565217,26.0869565217,0.0
549,321.86032,57.65179,K 3-60,26.0869565217,26.0869565217,0.0
550,337.63929,47.52314,HaWe 15,26.0869565217,26.0869565217,0.0
551,337.93204,47.8011,Me 2-2,26.0869565217,26.0869565217,0.0
552,335.98218,50.96679,IC 5217,26.0869565217,26.0869565217,0.0
553,321.59808,62.89217,NGC 7076,55.799999088048935,55.799999088048935,0.0
554,338.68997,52.43506,Abell 80,26.0869565217,26.0869565217,0.0
555,336.5719,54.82724,Abell 79,26.0869565217,26.0869565217,0.0
556,334.0162,57.47604,M 2-51,26.0869565217,26.0869565217,0.0
557,335.12811,57.60601,M 2-52,26.0869565217,26.0869565217,0.0
558,335.06934,58.23794,Bl 2-1,26.0869565217,26.0869565217,0.0
559,335.06934,58.23794,Bl 2-1,26.0869565217,26.0869565217,0.0
560,326.53577,63.79152,NGC 7139,76.7999991774559,76.7999991774559,0.0
561,337.52841,56.19828,KLSS 2-6,26.0869565217,26.0869565217,0.0
563,338.07382,56.17392,M 2-53,26.0869565217,26.0869565217,0.0
564,351.47485,42.53473,NGC 7662,26.0869565217,26.0869565217,0.0
565,301.0595,74.42667,K 1-6,26.0869565217,26.0869565217,0.0
566,343.77911,56.70865,K 3-87,26.0869565217,26.0869565217,0.0
567,350.74146,46.89951,Vy 2-3,26.0869565217,26.0869565217,0.0
568,333.34383,65.89872,IsWe 2,26.0869565217,26.0869565217,0.0
569,344.08252,57.15574,M 1-80,26.0869565217,26.0869565217,0.0
570,340.08279,61.28575,NGC 7354,26.0869565217,26.0869565217,0.0
572,344.715,61.9622,PM 1-339,26.0869565217,26.0869565217,0.0
573,354.79517,48.20808,K 1-20,26.0869565217,26.0869565217,0.0
574,342.25906,67.02747,KjPn 6,26.0869565217,26.0869565217,0.0
575,351.56175,58.18181,Hb 12,26.0869565217,26.0869565217,0.0
576,351.04364,60.95854,KjPn 8,26.0869565217,26.0869565217,0.0
577,348.06454,64.65492,K 3-88,26.0869565217,26.0869565217,0.0
578,356.93457,51.39897,Abell 84,26.0869565217,26.0869565217,0.0
579,356.69461,54.7438,Abell 83,26.0869565217,26.0869565217,0.0
580,356.44922,57.06645,Abell 82,26.0869565217,26.0869565217,0.0
581,352.964,70.3706,M 2-55,26.0869565217,26.0869565217,0.0
582,340.60361,80.44202,IC 1454,28.200001269578934,28.200001269578934,0.0
583,4.6757,53.87223,PN VV 2,26.0869565217,26.0869565217,0.0
584,0.37906,70.70831,Abell 86,26.0869565217,26.0869565217,0.0
586,4.99478,62.9838,BV 5-1,26.0869565217,26.0869565217,0.0
587,7.06506,55.9652,Hu 1-1,26.0869565217,26.0869565217,0.0
588,3.25426,72.52197,NGC 40,48.00000116229057,48.00000116229057,0.0
589,7.9523,57.38288,Sh 2-176,26.0869565217,26.0869565217,0.0
590,9.72521,66.39703,We 1-1,26.0869565217,26.0869565217,0.0
591,11.39449,57.95969,Abell 2,26.0869565217,26.0869565217,0.0
593,15.60203,65.77578,KLSS 2-7,26.0869565217,26.0869565217,0.0
594,15.22542,55.06667,WeSb 1,26.0869565217,26.0869565217,0.0
595,21.24428,65.64337,K 3-90,26.0869565217,26.0869565217,0.0
596,22.58333,58.44139,Sh 2-188,26.0869565217,26.0869565217,0.0
597,25.65783,60.16311,We 2-5,26.0869565217,26.0869565217,0.0
598,29.6477,66.5668,K 3-91,26.0869565217,26.0869565217,0.0
599,29.10392,65.4751,IPHASX J015624.9+652830,26.0869565217,26.0869565217,0.0
600,25.02433,56.58183,KLSS 2-8,26.0869565217,26.0869565217,0.0
601,29.399,63.3217,IC 1747,26.0869565217,26.0869565217,0.0
602,24.33096,50.46986,M 1-1,26.0869565217,26.0869565217,0.0
603,30.92204,64.96087,K 3-92,26.0869565217,26.0869565217,0.0
604,25.58312,51.57532,NGC 650-1,67.19999760389328,67.19999760389328,0.0
605,28.26217,56.4055,BV 5-3,26.0869565217,26.0869565217,0.0
606,33.02748,64.15026,Abell 3,26.0869565217,26.0869565217,0.0
607,36.62506,65.79813,K 3-93,26.0869565217,26.0869565217,0.0
608,40.05988,61.15464,WeBo 1,26.0869565217,26.0869565217,0.0
609,44.67447,64.50175,Abell 6,26.0869565217,26.0869565217,0.0
610,45.94596,64.90983,HFG 1,26.0869565217,26.0869565217,0.0
611,47.74525,62.79858,Sh 2-200,26.0869565217,26.0869565217,0.0
612,47.5803,61.31692,IC 289,34.79999899864197,34.79999899864197,0.0
613,43.0628,50.59835,Abell 5,26.0869565217,26.0869565217,0.0
614,54.03369,60.06286,K 3-94,26.0869565217,26.0869565217,0.0
615,41.34861,42.55137,Abell 4,26.0869565217,26.0869565217,0.0
616,61.7475,60.92061,NGC 1501,52.19999849796295,52.19999849796295,0.0
618,66.4618,60.1202,M 4-18,26.0869565217,26.0869565217,0.0
619,55.43095,52.28341,M 1-4,26.0869565217,26.0869565217,0.0
620,63.31269,56.94947,M 2-2,26.0869565217,26.0869565217,0.0
622,65.1886,56.3035,K 4-47,26.0869565217,26.0869565217,0.0
623,51.81432,45.40569,HaWe 4,26.0869565217,26.0869565217,0.0
624,57.27453,50.00412,IsWe 1,26.0869565217,26.0869565217,0.0
625,63.36356,51.85026,K 3-64,26.0869565217,26.0869565217,0.0
627,63.97729,48.82795,K 3-65,26.0869565217,26.0869565217,0.0
628,84.48442,55.53764,HaWe 6,26.0869565217,26.0869565217,0.0
629,70.83862,46.70161,Sh 2-216,26.0869565217,26.0869565217,0.0
632,56.8875,35.04686,IC 351,26.0869565217,26.0869565217,0.0
633,69.33892,42.78624,WSLS 1,26.0869565217,26.0869565217,0.0
634,59.0916,33.87516,IC 2003,26.0869565217,26.0869565217,0.0
635,73.6291,42.27803,We 1-3,26.0869565217,26.0869565217,0.0
637,62.32079,30.77597,NGC 1514,131.9999948143959,131.9999948143959,0.0
638,69.9496,36.7619,K 3-67,26.0869565217,26.0869565217,0.0
639,89.09962,46.10481,IC 2149,26.0869565217,26.0869565217,0.0
640,76.66008,39.13572,Abell 8,26.0869565217,26.0869565217,0.0
641,69.15518,33.6583,K 3-66,26.0869565217,26.0869565217,0.0
643,85.34228,39.25225,K 3-69,26.0869565217,26.0869565217,0.0
644,58.4018,19.49415,Ba 1,26.0869565217,26.0869565217,0.0
645,85.64229,36.15206,Pu 2,26.0869565217,26.0869565217,0.0
646,76.78458,30.82178,K 2-1,26.0869565217,26.0869565217,0.0
647,69.34758,25.04414,H 3-29,26.0869565217,26.0869565217,0.0
648,82.8994,28.97821,K 3-68,26.0869565217,26.0869565217,0.0
649,88.20192,28.09978,Pu 1,26.0869565217,26.0869565217,0.0
650,94.04903,28.37044,WeSb 2,26.0869565217,26.0869565217,0.0
651,86.70833,24.36748,M 1-5,26.0869565217,26.0869565217,0.0
652,89.68896,25.31218,K 3-70,26.0869565217,26.0869565217,0.0
653,89.68896,25.31218,K 3-70,26.0869565217,26.0869565217,0.0
654,93.4791,26.8825,K 3-71,26.0869565217,26.0869565217,0.0
656,99.33725,24.00989,M 1-7,26.0869565217,26.0869565217,0.0
657,76.39297,10.70631,J 320,26.0869565217,26.0869565217,0.0
659,100.04038,21.41714,HaWe 8,26.0869565217,26.0869565217,0.0
660,89.28325,15.42528,KLSS 1-5,26.0869565217,26.0869565217,0.0
661,85.18764,12.35646,H 3-75,26.0869565217,26.0869565217,0.0
662,96.48865,17.79089,J 900,26.0869565217,26.0869565217,0.0
663,85.52579,9.08625,NGC 2022,26.0869565217,26.0869565217,0.0
664,100.85893,16.81421,KLSS 1-6,26.0869565217,26.0869565217,0.0
665,82.94038,6.93389,Abell 10,26.0869565217,26.0869565217,0.0
666,89.85363,10.69456,WeDe 1,26.0869565217,26.0869565217,0.0
667,92.78615,11.77871,Abell 14,26.0869565217,26.0869565217,0.0
669,90.58352,9.65391,Abell 12,26.0869565217,26.0869565217,0.0
670,104.98722,14.60925,Abell 19,26.0869565217,26.0869565217,0.0
671,99.98283,11.10853,K 4-48,26.0869565217,26.0869565217,0.0
672,93.64048,7.57496,We 1-4,26.0869565217,26.0869565217,0.0
673,91.19957,3.94327,Abell 13,26.0869565217,26.0869565217,0.0
674,95.97867,5.50358,K 3-72,26.0869565217,26.0869565217,0.0
675,112.26128,13.24688,Abell 21,26.0869565217,26.0869565217,0.0
679,94.06408,-0.00694,TaWe 1,26.0869565217,26.0869565217,0.0
680,109.741,7.37311,EGB 9,26.0869565217,26.0869565217,0.0
681,105.11825,4.34181,We 2-34,26.0869565217,26.0869565217,0.0
682,103.39082,3.14082,M 1-8,26.0869565217,26.0869565217,0.0
683,98.93808,-0.09371,M 1-6,26.0869565217,26.0869565217,0.0
684,98.93808,-0.09371,M 1-6,26.0869565217,26.0869565217,0.0
686,106.33002,2.7831,M 1-9,26.0869565217,26.0869565217,0.0
687,110.74059,1.75912,Abell 20,26.0869565217,26.0869565217,0.0
690,114.03307,2.70771,Abell 22,26.0869565217,26.0869565217,0.0
691,107.34395,-0.80638,NGC 2346,26.0869565217,26.0869565217,0.0
692,104.06017,-2.88558,Abell 18,26.0869565217,26.0869565217,0.0
693,100.39413,-5.04322,We 1-5,26.0869565217,26.0869565217,0.0
695,106.71196,-3.08583,St 3-1,26.0869565217,26.0869565217,0.0
696,95.90479,-10.22331,HaWe 7,26.0869565217,26.0869565217,0.0
701,111.64262,-5.36449,M 3-3,26.0869565217,26.0869565217,0.0
702,121.69373,-2.87644,Abell 25,26.0869565217,26.0869565217,0.0
703,109.35779,-10.17604,We 1-6,26.0869565217,26.0869565217,0.0
704,105.69483,-13.70986,PB 1,26.0869565217,26.0869565217,0.0
705,114.32898,-9.64713,M 1-16,26.0869565217,26.0869565217,0.0
707,99.41279,-18.95644,KLSS 1-7,26.0869565217,26.0869565217,0.0
708,115.09252,-11.54161,M 1-17,26.0869565217,26.0869565217,0.0
709,108.14789,-16.09992,K 1-10,26.0869565217,26.0869565217,0.0
710,115.517,-14.3547,M 1-18,26.0869565217,26.0869565217,0.0
711,115.4605,-14.73542,NGC 2438,64.20000046491623,64.20000046491623,0.0
712,117.01534,-14.12789,SaSt 2-3,26.0869565217,26.0869565217,0.0
713,110.3123,-18.14359,M 1-13,26.0869565217,26.0869565217,0.0
714,107.81956,-19.8508,M 1-11,26.0869565217,26.0869565217,0.0
715,96.7585,-25.3805,Abell 15,26.0869565217,26.0869565217,0.0
716,115.48075,-18.20869,NGC 2440,26.0869565217,26.0869565217,0.0
717,111.98546,-20.22302,M 1-14,26.0869565217,26.0869565217,0.0
718,109.83946,-21.73207,M 1-12,26.0869565217,26.0869565217,0.0
719,103.58667,-25.40933,HaWe 9,26.0869565217,26.0869565217,0.0
720,117.54778,-19.30447,K 1-12,26.0869565217,26.0869565217,0.0
722,113.355,-23.428,KLSS 1-8,26.0869565217,26.0869565217,0.0
723,122.18443,-19.23364,Sa 2-21,26.0869565217,26.0869565217,0.0
724,128.34758,-16.14939,NGC 2610,37.79999949038029,37.79999949038029,0.0
725,103.80096,-29.12459,ESO 427-19,26.0869565217,26.0869565217,0.0
726,122.67345,-20.5256,Y-C 2-5,26.0869565217,26.0869565217,0.0
727,108.70733,-27.83981,M 3-2,26.0869565217,26.0869565217,0.0
728,118.7975,-23.63683,M 3-4,26.0869565217,26.0869565217,0.0
729,105.708,-31.5917,M 3-1,26.0869565217,26.0869565217,0.0
730,116.85937,-27.33532,NGC 2452,26.0869565217,26.0869565217,0.0
732,130.07884,-20.91007,Abell 29,26.0869565217,26.0869565217,0.0
733,120.62055,-27.69873,M 3-5,26.0869565217,26.0869565217,0.0
735,112.2242,-35.75387,M 4-2,26.0869565217,26.0869565217,0.0
736,115.826,-34.7532,Abell 23,26.0869565217,26.0869565217,0.0
737,122.25685,-32.67359,Abell 26,26.0869565217,26.0869565217,0.0
738,123.33955,-33.01762,WRAY 17-15,26.0869565217,26.0869565217,0.0
739,121.06,-34.2667,K 1-21,26.0869565217,26.0869565217,0.0
740,119.27728,-36.11388,CSST 1,26.0869565217,26.0869565217,0.0
741,127.96931,-32.10241,Abell 27,26.0869565217,26.0869565217,0.0
742,134.44148,-28.95998,K 1-2,26.0869565217,26.0869565217,0.0
743,130.16753,-32.37589,M 3-6,26.0869565217,26.0869565217,0.0
745,121.61808,-38.88998,WRAY 15-158,26.0869565217,26.0869565217,0.0
746,129.069,-35.2504,Wray 16-22,26.0869565217,26.0869565217,0.0
747,124.04166,-39.86407,Vo 2,26.0869565217,26.0869565217,0.0
748,127.72582,-38.30194,RCW 21,26.0869565217,26.0869565217,0.0
749,121.39046,-41.93814,KLSS 1-10,26.0869565217,26.0869565217,0.0
750,108.70565,-46.96102,Lo 3,26.0869565217,26.0869565217,0.0
751,127.1165,-39.39444,Hen 2-9,26.0869565217,26.0869565217,0.0
752,129.28479,-39.41897,Hen 2-11,26.0869565217,26.0869565217,0.0
753,129.35249,-40.63541,Vo 3,26.0869565217,26.0869565217,0.0
755,133.37883,-40.06167,Hen 2-15,26.0869565217,26.0869565217,0.0
756,139.0069,-36.62743,NGC 2818,49.800001457333565,49.800001457333565,0.0
757,125.97417,-45.51928,Wray 17-18,26.0869565217,26.0869565217,0.0
758,125.16745,-46.38301,PB 2,26.0869565217,26.0869565217,0.0
759,121.29577,-48.39219,ESO 209-15,26.0869565217,26.0869565217,0.0
760,122.88283,-48.72147,Hen 2-7,26.0869565217,26.0869565217,0.0
761,116.8335,-51.25094,Hen 2-5,26.0869565217,26.0869565217,0.0
762,128.52838,-47.27736,LoTr 3,26.0869565217,26.0869565217,0.0
763,130.867,-46.11108,Hen 2-13,26.0869565217,26.0869565217,0.0
764,138.11092,-42.42772,NGC 2792,26.0869565217,26.0869565217,0.0
765,139.04005,-45.47855,PB 5,26.0869565217,26.0869565217,0.0
766,133.57634,-50.53954,PB 3,26.0869565217,26.0869565217,0.0
767,134.76237,-50.39436,Wray 17-23,26.0869565217,26.0869565217,0.0
769,151.75696,-40.43672,NGC 3132,30.000001564621925,30.000001564621925,0.0
770,133.4035,-54.08572,MeWe 1-1,26.0869565217,26.0869565217,0.0
771,137.16687,-53.32053,Hen 2-18,26.0869565217,26.0869565217,0.0
772,148.18554,-46.27986,HbDs 1,26.0869565217,26.0869565217,0.0
773,151.44075,-44.35924,Lo 4,26.0869565217,26.0869565217,0.0
774,145.40627,-49.96631,Hen 2-35,26.0869565217,26.0869565217,0.0
775,145.40627,-49.96631,Hen 2-35,26.0869565217,26.0869565217,0.0
776,146.85333,-48.97075,Hen 2-37,26.0869565217,26.0869565217,0.0
777,138.78227,-54.87883,PB 4,26.0869565217,26.0869565217,0.0
778,140.52844,-54.16072,Hen 2-28,26.0869565217,26.0869565217,0.0
779,138.47009,-55.47133,Hen 2-21,26.0869565217,26.0869565217,0.0
780,142.70168,-53.16648,Pe 2-4,26.0869565217,26.0869565217,0.0
781,141.19096,-54.60428,Hen 2-29,26.0869565217,26.0869565217,0.0
782,143.50503,-53.19958,NeVe 3-1,26.0869565217,26.0869565217,0.0
783,141.76302,-56.10589,NGC 2899,90.00000134110451,90.00000134110451,0.0
784,144.46608,-54.45238,Wray 16-55,26.0869565217,26.0869565217,0.0
785,142.83536,-56.29427,Wray 17-31,26.0869565217,26.0869565217,0.0
